INSEE_COM,DENS3,DENS7,SERVICES POUR LES PARTICULIERS,COMMERCES,ENSEIGNEMENT,SANTÉ ET ACTION SOCIALE,TRANSPORTS ET DÉPLACEMENTS,"SPORTS, LOISIRS ET CULTURE",TOURISME,SERVICES PUBLICS,SERVICES GÉNÉRAUX,SERVICES AUTOMOBILES,ARTISANAT DU BÂTIMENT,AUTRES SERVICES,GRANDES SURFACES,COMMERCES ALIMENTAIRES,COMMERCES SPÉCIALISÉS NON-ALIMENTAIRES,ENSEIGNEMENT DU PREMIER DEGRÉ,ENSEIGNEMENT DU SECOND DEGRÉ - PREMIER CYCLE,ENSEIGNEMENT DU SECOND DEGRÉ - SECOND CYCLE,ENSEIGNEMENT SUPÉRIEUR NON-UNIVERSITAIRE,ENSEIGNEMENT SUPÉRIEUR UNIVERSITAIRE,FORMATION CONTINUE,AUTRES SERVICES DE L’ÉDUCATION,ETABLISSEMENTS ET SERVICES DE SANTÉ,FONCTIONS MÉDICALES ET PARAMÉDICALES (À TITRE LIBÉRAL),AUTRES ÉTABLISSEMENTS ET SERVICES À CARACTÈRE SANITAIRE,ACTION SOCIALE POUR PERSONNES ÂGÉES,ACTION SOCIALE POUR ENFANTS EN BAS-ÂGE,ACTION SOCIALE POUR HANDICAPÉS,AUTRES SERVICES D’ACTION SOCIALE,INFRASTRUCTURES DE TRANSPORTS,EQUIPEMENTS SPORTIFS,EQUIPEMENTS DE LOISIRS,EQUIPEMENTS CULTURELS ET SOCIOCULTURELS,TOURISME
80346,3,6,7,1,0,0,0,0,0,1,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80347,3,6,3,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
80348,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80349,3,6,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80350,3,6,6,1,1,1,0,2,0,1,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
80351,3,6,5,1,0,0,0,2,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
80352,3,6,3,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80353,3,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80354,3,6,3,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80355,3,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80356,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80357,3,6,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
80358,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80359,3,6,9,0,0,1,0,0,0,1,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80360,2,3,37,7,2,10,0,8,0,1,4,7,12,13,0,3,4,2,0,0,0,0,0,0,0,4,2,1,3,0,0,0,6,1,1,0
80361,3,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80362,3,6,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80364,2,3,10,4,1,14,0,0,1,1,0,0,4,5,0,1,3,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1
80365,3,6,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80366,3,6,2,1,1,1,0,4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
80367,3,6,4,1,0,0,0,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
80368,2,3,85,41,10,34,2,15,1,4,8,13,25,35,4,11,26,6,1,2,0,0,1,0,3,20,3,2,6,0,0,2,13,1,1,1
80369,3,6,5,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80371,3,6,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80372,3,6,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
80373,3,5,46,25,4,30,0,16,1,3,4,7,14,18,2,10,13,3,1,0,0,0,0,0,0,20,6,2,2,0,0,0,13,2,1,1
80374,3,6,3,1,0,2,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
80375,3,6,6,6,1,1,0,5,0,1,1,2,0,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0
80376,3,6,9,1,1,1,1,6,0,1,0,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,0
80377,3,6,4,0,1,3,1,5,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,1,1,0
80378,3,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80379,3,6,52,87,1,1,1,9,5,1,0,4,19,28,2,3,82,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,1,5
80380,3,6,5,0,0,1,0,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
80381,3,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80383,3,6,3,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80384,3,6,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80385,3,6,6,1,0,2,0,6,2,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,2
80386,3,6,4,0,0,1,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0
80387,3,6,6,1,1,2,0,3,0,1,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0
80388,3,6,4,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
80390,3,6,10,0,1,0,0,3,0,1,1,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
80391,3,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80392,3,6,6,0,1,1,0,5,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0
80393,3,6,11,1,0,0,0,0,0,1,1,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80395,3,6,6,0,1,0,0,3,0,1,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
80396,3,6,8,0,1,1,0,2,0,1,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
80397,3,6,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80399,3,6,3,1,1,0,0,2,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
80400,3,6,7,0,0,1,0,1,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
80401,3,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80402,3,6,2,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0
80403,3,6,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
80404,3,6,3,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80405,3,5,7,0,1,0,0,4,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
80406,3,6,11,4,1,9,0,6,0,3,1,1,2,4,0,3,1,1,0,0,0,0,0,0,0,6,1,1,1,0,0,0,5,1,0,0
80407,3,6,5,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80408,3,5,5,0,0,0,0,6,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0
80409,3,6,3,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80410,2,3,76,33,9,63,2,24,0,6,9,11,15,35,1,8,24,4,2,2,0,0,1,0,7,34,7,4,9,2,0,2,22,0,2,0
80411,3,6,5,0,1,1,0,4,1,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1
80412,2,3,3,0,1,1,0,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0
80413,3,6,4,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80414,3,6,4,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80415,3,5,17,4,1,12,2,6,0,1,1,6,6,3,0,2,2,1,0,0,0,0,0,0,1,7,1,0,3,0,0,2,5,0,1,0
80416,3,5,9,1,1,1,2,3,1,1,1,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1
80417,3,5,14,5,1,11,0,6,0,1,1,0,4,8,0,2,3,1,0,0,0,0,0,0,0,6,1,1,1,2,0,0,4,2,0,0
80418,3,6,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
80420,3,6,4,1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80421,3,6,2,1,1,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
80422,3,6,10,0,1,0,0,1,0,1,0,1,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80423,3,6,6,1,0,0,0,6,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0
80424,3,6,8,0,1,7,1,2,0,1,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,1,2,0,0,0
80425,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80426,3,6,11,0,1,0,1,3,1,1,1,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
80427,3,6,4,1,1,0,0,1,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80428,3,6,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
80429,3,6,3,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
80430,3,6,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80431,3,5,12,0,1,2,0,0,0,1,0,1,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
80432,3,6,4,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
80433,3,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80434,3,6,2,1,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
80435,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80436,3,6,7,0,0,0,0,2,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
80437,3,6,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
80438,3,6,8,0,1,1,0,4,0,1,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
80439,3,6,4,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80440,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80442,3,6,16,1,1,2,0,5,0,1,1,4,8,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,0
80443,3,6,31,7,1,18,0,12,0,2,4,3,16,6,0,4,3,1,0,0,0,0,0,0,1,9,2,3,1,2,0,0,11,1,0,0
80444,3,6,9,1,1,2,0,4,0,2,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0
80445,3,6,3,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80446,3,6,14,3,1,5,0,2,0,1,1,1,1,10,0,1,2,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0
80449,3,6,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80450,3,6,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80451,3,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80452,3,6,9,1,1,5,0,3,0,1,0,1,7,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0
80453,3,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
80455,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80456,3,6,13,0,0,0,0,2,0,1,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
80458,3,6,3,0,1,0,0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
80459,3,6,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80460,3,7,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80461,3,6,7,0,0,0,1,2,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
80462,3,6,11,0,1,0,0,0,0,1,0,0,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80463,3,6,12,1,1,4,0,7,0,1,0,2,5,4,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,6,0,1,0
80464,3,6,17,3,2,3,2,4,2,1,1,1,11,3,0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,2,3,0,1,2
80465,3,6,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80466,3,6,4,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80467,3,6,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80468,3,6,5,0,0,0,0,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
80469,3,6,3,0,0,0,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
80470,3,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80472,3,6,2,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
80473,3,6,6,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80474,3,6,3,0,1,0,0,3,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
80475,3,6,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80476,3,6,4,1,0,0,0,2,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
80477,3,6,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80478,3,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80479,3,6,8,1,1,5,0,5,0,1,1,1,3,2,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,4,0,1,0
80480,3,7,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80481,3,6,9,1,0,0,1,2,0,1,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
80482,3,6,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
80484,3,6,7,2,1,12,0,3,0,1,1,0,4,1,0,1,1,1,0,0,0,0,0,0,1,10,0,0,1,0,0,0,3,0,0,0
80485,3,5,25,4,1,6,0,15,1,2,1,2,16,4,0,1,3,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,10,4,1,1
80486,3,5,11,1,0,0,0,7,2,1,2,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2
80487,3,7,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80488,3,5,19,11,3,15,1,8,1,1,2,3,7,6,1,6,4,2,1,0,0,0,0,0,0,11,1,0,3,0,0,1,7,0,1,1
80489,1,1,64,52,6,33,8,23,3,1,4,14,13,32,3,7,42,4,1,0,0,0,1,0,0,16,7,2,8,0,0,8,22,0,1,3
80490,3,6,5,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80491,3,6,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80493,3,6,5,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80494,3,6,2,0,1,1,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
80495,3,6,2,0,1,0,0,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
80496,3,6,3,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
80497,3,6,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
80498,3,6,15,3,1,6,0,2,5,1,1,3,6,4,0,3,0,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,1,0,1,5
80499,3,6,7,0,0,0,0,2,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
80500,3,6,8,1,1,0,0,3,0,1,0,0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
80501,3,6,7,2,0,0,0,1,0,1,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80502,3,6,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80503,3,6,5,1,0,0,0,1,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80504,3,6,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80505,3,6,5,1,1,0,0,3,1,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
80507,3,5,10,2,1,9,1,8,0,1,1,1,4,3,0,2,0,1,0,0,0,0,0,0,0,7,1,0,1,0,0,1,6,1,1,0
80508,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80509,3,6,9,0,1,0,0,2,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
80511,3,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80512,3,6,18,4,1,1,1,4,1,1,0,1,12,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1
80513,3,6,2,2,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
80514,3,6,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80515,3,6,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80516,3,6,4,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80517,3,6,5,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80518,3,6,6,2,1,0,0,1,0,1,1,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80519,3,6,10,1,0,3,0,3,0,1,1,1,2,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0
80520,3,6,3,0,0,1,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
80521,3,6,5,1,0,0,0,4,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
80522,3,6,4,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80523,2,4,20,9,2,5,1,6,0,1,1,3,8,7,0,2,7,1,0,1,0,0,0,0,0,3,0,1,1,0,0,1,6,0,0,0
80524,3,6,10,1,1,5,0,1,0,1,0,0,8,1,0,0,1,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0
80525,3,6,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80526,3,6,4,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80527,3,6,7,0,1,0,0,2,0,1,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
80528,3,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80529,3,6,1,3,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
80530,3,5,9,1,1,2,1,6,0,1,0,3,3,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,0,0,0
80531,3,6,3,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
80533,2,3,61,57,2,27,0,16,6,2,2,7,14,36,3,14,40,1,1,0,0,0,0,0,0,19,2,1,2,3,0,0,12,2,2,6
80535,3,6,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80536,3,6,2,1,1,1,0,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
80537,3,6,4,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80538,3,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80540,3,6,7,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80541,3,6,4,3,0,0,0,0,0,1,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
